,X1.palmitoyl.2.palmitoleoyl.GPC..16.0.16.1..,X1.stearoyl.2.linoleoyl.GPC..18.0.18.2..,X2.3.dihydroxyisovalerate,X2.acetamidophenol.sulfate,carotene.diol..2.,ceramide..d18.1.17.0..d17.1.18.0..,phosphocholine,decanoylcarnitine..C10.,docosadioate..C22.DC.,ergothioneine,gamma.glutamylhistidine,glycerol.3.phosphate,glycolithocholate.sulfate.,homostachydrine.,hypotaurine,hypoxanthine,imidazole.lactate,mannitol.sorbitol,N6.carboxymethyllysine,N.acetylcarnosine,N.acetylhistidine,N.formylphenylalanine,nicotinamide,palmitoyl.arachidonoyl.glycerol..16.0.20.4...2..,perfluorooctanesulfonate..PFOS.,phenol.sulfate,pseudouridine,retinol..Vitamin.A.,sphingomyelin..d17.1.16.0..d18.1.15.0..d16.1.17.0..,sphingomyelin..d18.1.17.0..d17.1.18.0..d19.1.16.0.,sphingomyelin..d18.2.14.0..d18.1.14.1..,stearoyl.sphingomyelin..d18.1.18.0.,X...12100,X...12729,X...17010,X...18899,X...21258,X...21364,X...24435,Osteocalcin,R.spondin.3,Follistatin.related.protein.1,Low.density.lipoprotein.receptor,Interleukin.1.receptor.type.2,Metalloproteinase.inhibitor.2,Angiopoietin.2,Macrophage.mannose.receptor.1,Epidermal.growth.factor.receptor,Ciliary.neurotrophic.factor.receptor.subunit.alpha,Stromelysin.1,Secreted.frizzled.related.protein.3,Complement.component.C7,Artemin,Growth.hormone.receptor,Vitamin.K.dependent.protein.C,Complement.component.C9,Galectin.3,Granulysin,Low.affinity.immunoglobulin.epsilon.Fc.receptor,Insulin.like.growth.factor.binding.protein.7,RGM.domain.family.member.B,Thrombospondin.2,Bone.morphogenetic.protein.1,Carbonic.anhydrase.6,Chordin.like.protein.1,Renin,Brevican.core.protein,Stromal.cell.derived.factor.1,Angiopoietin.related.protein.4,Plasma.kallikrein,Alcohol.dehydrogenase..NADP....,Spondin.1,Growth.differentiation.factor.15,Carbohydrate.sulfotransferase.15,Macrophage.metalloelastase,Adhesion.G.protein.coupled.receptor.E2,Alpha..1.3..fucosyltransferase.5,Afamin,Galectin.3.binding.protein,Peroxiredoxin.6,CD83.antigen,Killer.cell.immunoglobulin.like.receptor.2DL4,Interleukin.27.receptor.subunit.alpha,Eotaxin,Troponin.T,Troponin.I..skeletal..fast.twitch,RGMA,LRP1B,N.terminal.pro.BNP,RSPO4,QORL1
gamma.glutamylhistidine,0.226069434315286,0.24530909962917,0.221523784810593,0.299498928533409,0.254960161395886,0.359603721394924,0.438151197464097,0.21006817937584,0.223327834259489,0.452741881066898,0.0,0.229797476288775,0.308487066391399,0.313024706348949,0.296257640529255,0.273469769345927,0.324884059246061,0.246335052063057,0.314596488309002,0.316044138501316,0.213031159397166,0.223438314442768,0.373372228110492,0.217953230462419,0.299886848278575,0.387075738097121,0.213470237643615,0.221495504016681,0.209996997146898,0.222554231157873,0.212320033616043,0.208018207883369,0.238486983279015,0.31352801771642,0.274713765818375,0.346769110424525,0.208790284168296,0.252890387852997,0.232387071271731,0.203213415405519,0.271301231730649,0.251338114078863,0.32181146573632,0.225278248981183,0.292414103650566,0.36900997831251,0.306101082911309,0.215841281652905,0.236204738857631,0.231304349044388,0.384353123207461,0.59518337522049,0.210102160095452,0.215924294716855,0.201778643005516,0.335417216157643,0.26721352148197,0.241903819534237,0.279978644322361,0.362052331973085,0.240508250802397,0.271314332044015,0.299159459190882,0.264488361915388,0.324684274889819,0.466995132313275,0.256555738130861,0.276923386369501,0.224638924897714,0.213771740264128,0.212356838222641,0.31540983422139,0.223431981003725,0.347247135413461,0.442259567403638,0.308470980605505,0.437287569439078,0.221124808996399,0.197165621872186,0.277011870311755,0.3002025060955,0.203282522340484,0.229617003862701,0.327202759669054,0.565893356713473,0.311310497488936,0.218730242185824,0.21815966265047,0.262428030754324,0.424159571242521,0.239035066715652
glycerol.3.phosphate,0.140842430202886,0.167990904330667,0.138915745236833,0.163438384549613,0.15647520410911,0.224991328208151,0.300179980016245,0.141038219451278,0.137709728219071,0.258019853354525,0.229797476288775,0.0,0.202191217595435,0.198566052173836,0.192892659987453,0.167373425033898,0.211975483700859,0.151945869387088,0.195358217152847,0.191982968752484,0.135482011831166,0.148608754644859,0.238421552818915,0.132172365791727,0.193151893951906,0.247023721658328,0.146698368094052,0.121285580093256,0.131682166908149,0.154676852036371,0.137508803087077,0.130914705301549,0.138841914787201,0.186623318976071,0.177706582937205,0.211109333130495,0.134349940312758,0.171159770310857,0.150647027354104,0.133256740264801,0.175948279115416,0.156629892364892,0.195321462872578,0.135601588915995,0.180306200018037,0.224564815455408,0.184759585110088,0.133572656506794,0.158480506195763,0.139996463576848,0.242503265168532,0.385253351184489,0.13532048609457,0.13049948870083,0.132305976671749,0.213983004177135,0.160233613313687,0.161807767527536,0.185512650171752,0.235689935295543,0.153303042596889,0.164360166213735,0.18822008870172,0.159011774872498,0.20080687712965,0.289581666648618,0.164270524558523,0.175123975197744,0.153563423829751,0.129901573120761,0.12943696170387,0.208394946168279,0.140066786678921,0.226384594581179,0.289428219797624,0.180475958592279,0.282510473926255,0.147432536218686,0.131927571379029,0.168362346484554,0.179505592129456,0.125547974091319,0.145068342634492,0.194477161659918,0.370528791296995,0.200519931036194,0.143554060151883,0.138171220833889,0.165480191008459,0.249618028276566,0.149586971500461
glycolithocholate.sulfate.,0.191275150737714,0.249780971866367,0.199345370551616,0.234243007742561,0.221060990857467,0.32764659759593,0.407402145089646,0.200775013252688,0.194835159116513,0.401082016169877,0.308487066391399,0.202191217595435,0.0,0.261553492596998,0.290406707863017,0.247530737288007,0.275841921052149,0.256456181920771,0.264699986845115,0.278885823059631,0.197729672421721,0.232257277412916,0.34119634338695,0.19213994109923,0.26586871790236,0.339521683788921,0.196715859320187,0.213537655613627,0.177021026113902,0.19783515908151,0.185592462278572,0.177127048128123,0.231939307161538,0.289266944131737,0.25896328789322,0.319742155018353,0.189226618846218,0.243198597805327,0.219237352343992,0.199956488557474,0.234254742299166,0.215992137895772,0.282579413553641,0.199610589356942,0.261859446374003,0.327693336483956,0.288835642836773,0.201315701850093,0.215892823167699,0.208938584168178,0.354343824976673,0.527579856849983,0.206559468326991,0.191207569570313,0.187450355285297,0.306815803372263,0.256450908584927,0.226142917321612,0.283717307319723,0.360571286727936,0.235096492226853,0.249409613432377,0.288013559988762,0.223301720051231,0.318926785030026,0.423705031731074,0.241214044725152,0.25053527169168,0.198951683601039,0.1772159881013,0.186788781046434,0.313549063019413,0.2047613548955,0.310990083645889,0.468352668574354,0.290026289794899,0.41360457962101,0.202757158340978,0.181927538427842,0.234332409380649,0.259348063141891,0.185392594011352,0.201119417979602,0.295034647889577,0.508678580259289,0.280467760008969,0.186039729932928,0.190803069033285,0.21869585473667,0.366247542897757,0.210925855422008
homostachydrine.,0.200107648747356,0.225820327404955,0.181093455694971,0.229596563268125,0.221584956310339,0.308302845281326,0.406537682500079,0.197180910937556,0.197140202967053,0.3848680833187,0.313024706348949,0.198566052173836,0.261553492596998,0.0,0.264722748017661,0.241824869643718,0.277497693924356,0.224046436312091,0.277105066716769,0.269681826203743,0.188123192185784,0.200941996396766,0.326182765765888,0.18629728126699,0.253645255528157,0.354095677855096,0.193998783201421,0.195172492494606,0.198742247885741,0.20406164082577,0.184180460550614,0.186094597875564,0.223269448817281,0.281192017677189,0.231123858278351,0.298126624028427,0.178509908518705,0.219056184415968,0.190442557865864,0.180165036872529,0.22964427885883,0.211356218295099,0.288831086445851,0.203377547332039,0.237960351976864,0.330983362558858,0.278785377568366,0.18843218910704,0.201851089014104,0.21114993981702,0.32220037310849,0.526890977933689,0.189701378632292,0.193713973666665,0.170782730673988,0.296151731867183,0.231159866942807,0.219304949664877,0.25984327611333,0.328184660591762,0.233632758400917,0.224076595136564,0.247872491832496,0.240030383367766,0.278252048569978,0.418506231785036,0.228120578021381,0.23536840494967,0.209309412980154,0.18668936882492,0.192136906239096,0.286198350148145,0.189634115249015,0.31620137055491,0.396098629215022,0.25356483540483,0.389434265719911,0.202619907404772,0.181156673366265,0.241008449157076,0.251832305153415,0.180417225359453,0.193608703882649,0.274833942800594,0.523958674389775,0.271942364305288,0.201646592840268,0.1809475673639,0.229897294690878,0.356329347954335,0.209593521541499
hypotaurine,0.187212074067203,0.225018896008376,0.183670519391946,0.24072442324385,0.232024249244605,0.296101014381061,0.368653409434677,0.183343061029312,0.187821897261137,0.373473255199301,0.296257640529255,0.192892659987453,0.290406707863017,0.264722748017661,0.0,0.229302848964377,0.275180599137882,0.225313318687076,0.276098946356144,0.284686804302074,0.184597818286098,0.212989464826671,0.331786090824465,0.181676727218698,0.258150534738438,0.345760164788135,0.201362630777986,0.178890610794263,0.192166894668731,0.203788834464014,0.187247112283955,0.19061928737088,0.19988129401913,0.299839562434065,0.247369337394671,0.275547145980298,0.188999991928184,0.224505756124084,0.212799329831382,0.19710271586663,0.243298104641594,0.208792543792131,0.287476923449145,0.206613809671765,0.232571588717474,0.317181822608877,0.264397564836777,0.189850814389474,0.219215268301181,0.213208884614168,0.341942801986154,0.520827217182173,0.199367006682076,0.18826974868014,0.187603533009668,0.300292413940429,0.245144327624463,0.214874314296955,0.241619705442991,0.366118883963479,0.209400021568983,0.242534712064983,0.26376807724139,0.252760608938649,0.293776415400479,0.407964135946455,0.240477900003281,0.239005140659107,0.203695870962557,0.17392667586491,0.183225572324284,0.275429288378447,0.194225251108217,0.311846760833523,0.40189115012103,0.248538083590518,0.40540152267524,0.186347055010027,0.193344395357043,0.210297013830078,0.236011940915694,0.178134538673375,0.190774245518902,0.27697978939624,0.517309697467831,0.27660382022338,0.176748920492029,0.192756763844077,0.227343205801866,0.350392871167325,0.199386605101222
hypoxanthine,0.17623652878955,0.222226597527002,0.165491857039759,0.211683829449771,0.214317956827807,0.276863009165955,0.335042278614496,0.161170781660743,0.168541541502866,0.34458237718148,0.273469769345927,0.167373425033898,0.247530737288007,0.241824869643718,0.229302848964377,0.0,0.271719061284772,0.214977425983108,0.264942746912232,0.268501078275186,0.179254085477744,0.18657503204858,0.327738822590124,0.175501427068849,0.233818647428648,0.320234237877227,0.18887740071519,0.170999238378073,0.178754905388346,0.191479725722221,0.169514100950264,0.15707128777035,0.188345616980751,0.263730615302659,0.204318812866757,0.278836068657529,0.177989406703837,0.19878114970816,0.192512494256346,0.163621723645516,0.212852026110935,0.192508924565382,0.278968861016956,0.172594079836275,0.22402114340862,0.312027988809768,0.256134124159421,0.169332248030832,0.18373453429154,0.182251192202952,0.301937869230518,0.474058743733307,0.178467840918435,0.179335046615105,0.156002607122492,0.28286329044376,0.205190151085739,0.195253877289865,0.235645052488596,0.314875362018545,0.214601363814486,0.192590602731144,0.244926311243709,0.216180432577426,0.281290686646072,0.392476992262497,0.223540298373232,0.218181729102996,0.184169296376973,0.17201521006203,0.177736492537868,0.258735121285009,0.169905481994514,0.297609771511965,0.358627580417083,0.255586288874297,0.339800566703323,0.17274441432835,0.170317544950726,0.219593772748345,0.24847427726331,0.16335260659511,0.181799019452231,0.262448955531115,0.452676940663993,0.24460852168357,0.16148101672912,0.180178613395478,0.214210883493697,0.327317726152822,0.187985262845167
imidazole.lactate,0.215466809943509,0.236259447902604,0.189418146180924,0.225785015600885,0.244555713308034,0.313149145361418,0.42884237151727,0.191033080627078,0.199423641045177,0.427135592774873,0.324884059246061,0.211975483700859,0.275841921052149,0.277497693924356,0.275180599137882,0.271719061284772,0.0,0.220650777579621,0.287806920513537,0.280675946712496,0.206732885858873,0.210176009142493,0.351699525244796,0.193237383790521,0.249300900163309,0.372493981913683,0.207663118369062,0.189697582808279,0.192843656768561,0.217255442979935,0.206346712313109,0.200887867743721,0.219481159877959,0.296897754372718,0.252595213974993,0.320754208308089,0.197371401011813,0.248281494793085,0.216581984707085,0.195843084792498,0.264199988528932,0.232219531031751,0.288445911764959,0.210931138401157,0.24785724787993,0.340906005740813,0.277711032844231,0.196960030759652,0.22372052698076,0.217972906213977,0.345476100845495,0.566743818580173,0.210409115639663,0.18989197678988,0.191662952707007,0.320854236287735,0.228569737600261,0.228083713962762,0.251461378346127,0.374368145812611,0.215460684858684,0.239933448293809,0.279805191562553,0.255125404397995,0.279358025149536,0.425285783643627,0.248109771594909,0.244309677424022,0.225655267120781,0.199272991153662,0.194942664410156,0.319511788187624,0.222119594179821,0.329141178474283,0.462770182922494,0.260825005137776,0.399009520047591,0.19479424309665,0.217132401579829,0.251446201361659,0.261345115387767,0.187244016037261,0.212163266638743,0.300013593639619,0.565110243765675,0.294135603563075,0.199279032846282,0.215910415048345,0.241438562254981,0.373037257042203,0.230138218689686
mannitol.sorbitol,0.151456133180695,0.193051328212483,0.140067182561425,0.191008337750795,0.189818937252847,0.267737394652701,0.321594063057768,0.156776484663253,0.162092462048749,0.308391403945635,0.246335052063057,0.151945869387088,0.256456181920771,0.224046436312091,0.225313318687076,0.214977425983108,0.220650777579621,0.0,0.225001912452965,0.226655329362434,0.155359757043587,0.168442062271858,0.278341173250436,0.163276086687362,0.222643110201283,0.303646945062327,0.157778007742224,0.165586277192606,0.151700993448039,0.162311438808738,0.148753571912156,0.147558067724563,0.192480391027634,0.229535916888566,0.203825123971012,0.262032681080243,0.145062943607186,0.190384152507892,0.197179759055346,0.150741087427263,0.191229091926989,0.17044414897779,0.247205863221185,0.161295656252105,0.203019530261498,0.275594041469204,0.235443551151977,0.167290219677783,0.166265938296877,0.163869757798596,0.287757761369271,0.436312223679398,0.149955390023533,0.172748607004802,0.145126981970978,0.242235651955687,0.201280594176909,0.18358200787508,0.21618004093201,0.28017585897241,0.194365265783913,0.194822063201521,0.235504480255077,0.21004911792203,0.257998090817197,0.340913579220905,0.185899086222974,0.205752220790308,0.161019585626065,0.152076407928808,0.157436883158329,0.23621335851673,0.156021201525353,0.262654286325957,0.354621029577808,0.221787054984035,0.320235086998036,0.168361712161357,0.149844582869765,0.199748092820062,0.226380828944337,0.153837848784511,0.154667199679116,0.231388341366716,0.44305891096092,0.225364732382524,0.144302874995783,0.149752962123021,0.185236033148892,0.289628117558838,0.179383741131005
N6.carboxymethyllysine,0.198787198771194,0.230703693615808,0.195050478815055,0.224633313543701,0.233775918291188,0.29942111165982,0.393513736266391,0.186167833362791,0.171269636333242,0.388569980109155,0.314596488309002,0.195358217152847,0.264699986845115,0.277105066716769,0.276098946356144,0.264942746912232,0.287806920513537,0.225001912452965,0.0,0.25388463893751,0.179698930088286,0.204845211608648,0.340493127479264,0.18900223356338,0.254396320725646,0.350927151843905,0.197821488955186,0.194477635457994,0.191875371976864,0.183036603304832,0.190287609329614,0.193292178775907,0.209088944215998,0.294738831841185,0.226115866822899,0.313896792922332,0.189093044595701,0.232618443700028,0.225954170530864,0.182017489686881,0.243453346580048,0.224507318928699,0.267093000411126,0.19261657140901,0.239017987455342,0.342140899447401,0.286576527234466,0.179337559811575,0.208372354532215,0.207204933110806,0.35642485278282,0.538692386677549,0.184783393365425,0.199887851969741,0.184658599303306,0.287364686948539,0.22838251970094,0.23466797786345,0.252310094476927,0.325606646897033,0.235072736975538,0.212738991323874,0.25115833442241,0.226112642279812,0.304989950175075,0.432463389416443,0.241444447024016,0.263283242106647,0.2053898698196,0.179661553406741,0.203382342612591,0.266405149229364,0.208220406217073,0.298787048544442,0.364576320018006,0.257836780991691,0.43051944457567,0.201445261467843,0.203700148930267,0.252378578495018,0.254822435658476,0.182219635198809,0.200220910425397,0.290353996104178,0.488124815382893,0.283420077031947,0.211054351356339,0.187640259500929,0.236749669786673,0.406370013503904,0.21537926611446
N.acetylcarnosine,0.217802534399966,0.247433131425628,0.200128724094131,0.263673612222868,0.227761186365595,0.306699134027628,0.389216922827356,0.18818566642019,0.179202330745315,0.374425060686612,0.316044138501316,0.191982968752484,0.278885823059631,0.269681826203743,0.284686804302074,0.268501078275186,0.280675946712496,0.226655329362434,0.25388463893751,0.0,0.209121923763347,0.2071527417135,0.315167761528609,0.183281993700952,0.28132692240213,0.376994492476405,0.199854681901283,0.189388285011167,0.201376400463744,0.208701981637938,0.177855916153004,0.189757377279838,0.201079835129976,0.302071530205893,0.252531152204254,0.322455157599372,0.197613240415249,0.232956714757814,0.227034500435336,0.18646091498902,0.234626638887304,0.199777295398021,0.289485804829136,0.199100849138798,0.254567415347042,0.33525223867553,0.272282624338081,0.189665742367059,0.205597633561825,0.229925045575946,0.334412429733317,0.564441462470837,0.20434515565573,0.191284582728399,0.184154818325541,0.302002745394897,0.23673236784109,0.213192984166174,0.239648848377388,0.34221905638607,0.23353518613168,0.234053526230674,0.257324839946888,0.242350572950916,0.29482671138548,0.453571082498736,0.249371303656614,0.263343614377832,0.206422805659921,0.195963586323689,0.198702746428357,0.295561733167304,0.185956509009963,0.311036455684258,0.447250318258719,0.265060274277196,0.368623008890688,0.223187964111423,0.192579406526537,0.247616335733824,0.267926218547468,0.187106817671029,0.210027575418374,0.294124426439332,0.550527229277928,0.262551287138714,0.159248626089921,0.209113391418217,0.249968041481919,0.361233969801348,0.208780179836969
N.acetylhistidine,0.13738900663114,0.16998819155166,0.127071641321732,0.167649661257493,0.161047029821598,0.20969813803319,0.273311859253856,0.139749785403284,0.12795541034787,0.245252788977529,0.213031159397166,0.135482011831166,0.197729672421721,0.188123192185784,0.184597818286098,0.179254085477744,0.206732885858873,0.155359757043587,0.179698930088286,0.209121923763347,0.0,0.144995044448337,0.233060562904625,0.128855146174725,0.175608401360688,0.2589987945714,0.146997151223239,0.134609283446855,0.135807479482989,0.152935103807804,0.121180738097165,0.125993366097977,0.148974777227325,0.209582547733341,0.161212873786973,0.209881713704618,0.130999952219306,0.158670838762285,0.147647382454259,0.138297862982763,0.174310528289498,0.158801681257236,0.189600769856444,0.133277506418303,0.177088604475853,0.21698064317415,0.18227679774554,0.133878419697625,0.142205847860999,0.133259044877574,0.243867918696116,0.37625305598233,0.135597884764326,0.125537427892791,0.117038927025367,0.213485961026427,0.155981665111983,0.157229045624466,0.184276429837758,0.254266141624672,0.154495636497893,0.151102308461323,0.184053732343687,0.176100911562134,0.208934029279058,0.322103487353512,0.152997520820408,0.159002582016757,0.142919100791393,0.130439240731077,0.129354299659537,0.199931146475007,0.135944086095539,0.208890939023393,0.28799511151499,0.18407472109352,0.27400311416288,0.131529986915454,0.12718715264141,0.168125942461571,0.179297704624895,0.133807786762606,0.139989556134802,0.206775140399817,0.345142717552944,0.18500022441763,0.131576072031276,0.135854933541139,0.156116003473006,0.250180116637248,0.137646552306942
N.formylphenylalanine,0.145674443757222,0.185583625806768,0.130968525172551,0.179466044991337,0.170232513428369,0.238996677912264,0.294641850493604,0.141081046038428,0.139845507233321,0.279820792118158,0.223438314442768,0.148608754644859,0.232257277412916,0.200941996396766,0.212989464826671,0.18657503204858,0.210176009142493,0.168442062271858,0.204845211608648,0.2071527417135,0.144995044448337,0.0,0.251137926510571,0.147759191615587,0.192983393126552,0.25549648122681,0.156929254241695,0.147039928985202,0.140946456854984,0.151029915840151,0.138280956653715,0.133726690684132,0.162566197858989,0.22679574155521,0.178857831041387,0.22901519658104,0.138321014803572,0.182773051246733,0.167059129343971,0.144361619254195,0.188197467894406,0.169060734117956,0.219996967036991,0.153613214530813,0.185080717340342,0.233419196048046,0.218372464166545,0.144920592063772,0.157926105453623,0.152429871233357,0.26239410188499,0.390082145797843,0.14776499316248,0.148832963476799,0.137090364427582,0.238533730102154,0.171582053790308,0.152204291206274,0.210096058640903,0.260490482703042,0.169903021494833,0.182822263993859,0.202850704097071,0.185222144074069,0.226117718261076,0.311591558269655,0.174707761308811,0.177251423270217,0.153483463189101,0.136398538368076,0.134821526359973,0.225025051790208,0.152942706730165,0.243345733055168,0.300026664705051,0.214553081212421,0.289583812813588,0.14133155554898,0.140996892291174,0.170271988129575,0.192737387639305,0.134196156007845,0.15245635215073,0.206845425948547,0.392722871074012,0.190934228975345,0.144542607606035,0.149647927982948,0.170203627559086,0.270516088183707,0.160606354096144
nicotinamide,0.221677358044824,0.283220872167718,0.224567972310595,0.304323541050474,0.292034687123804,0.382809328015377,0.458164522151204,0.224326548856504,0.261930353948617,0.463796753373071,0.373372228110492,0.238421552818915,0.34119634338695,0.326182765765888,0.331786090824465,0.327738822590124,0.351699525244796,0.278341173250436,0.340493127479264,0.315167761528609,0.233060562904625,0.251137926510571,0.0,0.224796963459412,0.311545825340338,0.424727511838714,0.23833794845949,0.23999019185565,0.241633703438405,0.260362954214625,0.238590126292489,0.212912380542314,0.267473564023491,0.3349329426231,0.273369592138673,0.365039398149737,0.216650251605666,0.263588081728944,0.272479583720247,0.23920492429375,0.312092402093855,0.249695956073004,0.340818710617237,0.238879395172403,0.307950244976906,0.36949474807872,0.337370234400909,0.251867177661261,0.272884638238636,0.246408782499538,0.409694044138425,0.641811625099971,0.234464527327841,0.227624817744102,0.219440737010158,0.379736803074602,0.288694315684225,0.261922234339931,0.338366485395698,0.389839476165592,0.26701194950247,0.284720735269819,0.314151156663467,0.292130039934095,0.340594023032739,0.469810410347049,0.2897809014814,0.296534581972656,0.236402793361555,0.213387293771337,0.213448045387832,0.358611333537447,0.237480828804785,0.40338737316384,0.477714735320524,0.31194830852919,0.50994724032866,0.220252577171573,0.243145279799921,0.277389142064666,0.334080322950502,0.232655862373487,0.231084093334338,0.359608961087952,0.606602931789095,0.296952095816923,0.222406389827211,0.233296258944931,0.28072309808088,0.462888471368783,0.246960796672052
palmitoyl.arachidonoyl.glycerol..16.0.20.4...2..,0.130100849790904,0.163314009180277,0.131000824476711,0.158164070227185,0.159346538698592,0.223510634744253,0.281473829580124,0.132022942293192,0.13870144017934,0.267144726798189,0.217953230462419,0.132172365791727,0.19213994109923,0.18629728126699,0.181676727218698,0.175501427068849,0.193237383790521,0.163276086687362,0.18900223356338,0.183281993700952,0.128855146174725,0.147759191615587,0.224796963459412,0.0,0.180105813238266,0.259594966238449,0.141628563403321,0.135265671131241,0.136004382138887,0.134654757506592,0.117502532131877,0.142962083284535,0.155924496532005,0.187437182262045,0.162878744655877,0.216854084633448,0.125058857593034,0.162617421494678,0.150193530997139,0.129019798102905,0.190962928124214,0.161338129327738,0.201153476767812,0.142178310896124,0.159905394887809,0.237036795525355,0.18776232960782,0.136511370539671,0.146441144619345,0.147487307484397,0.235286598420657,0.354671721796011,0.136348145036324,0.134353532070024,0.118503268260306,0.215020786709398,0.164668958895638,0.150193241434871,0.193359660696192,0.240201047639783,0.157700989892988,0.164927989044276,0.184068454301055,0.173080687607742,0.206763969170054,0.292064515119927,0.167191491116652,0.174154276013212,0.141597588547209,0.134204337137989,0.129123778446182,0.211447277034164,0.144150313777345,0.213864981828643,0.280673443933361,0.181212184333496,0.273325869361809,0.129494561388002,0.135702772561812,0.170911953088875,0.177516148107061,0.124071522491651,0.14458111903837,0.203033259922918,0.381140402093078,0.183067856701749,0.142777581515893,0.134798754249517,0.153130827117092,0.255175020217054,0.143643637139227
perfluorooctanesulfonate..PFOS.,0.188263465508167,0.241871545285847,0.170848720749547,0.230459489002917,0.227922744777971,0.292265050317851,0.352642315942173,0.174256135400922,0.185999002846608,0.351352205749607,0.299886848278575,0.193151893951906,0.26586871790236,0.253645255528157,0.258150534738438,0.233818647428648,0.249300900163309,0.222643110201283,0.254396320725646,0.28132692240213,0.175608401360688,0.192983393126552,0.311545825340338,0.180105813238266,0.0,0.34000250265051,0.186776324616784,0.182637011459441,0.184455247131806,0.189178842185497,0.178474608059426,0.185501107080491,0.20025073254159,0.268131320120629,0.224281535989147,0.301207401512702,0.179418976787913,0.219276446465718,0.215912126041152,0.175706379306971,0.219117518435284,0.193163929888956,0.275143912558201,0.193057563212125,0.240347179433247,0.307558504807502,0.259300629755175,0.184919465731392,0.203332416130938,0.193935849053234,0.331213913753146,0.485296358029433,0.188200909305442,0.187068060818033,0.173215250222807,0.305508833699308,0.224472317377334,0.225887267917226,0.241970871673833,0.313166743687894,0.203039527959902,0.218600124076175,0.249793776157177,0.228518406273155,0.275227882448847,0.421453080637006,0.208497657031674,0.231167940245511,0.190661154268384,0.182936908097048,0.189936408809228,0.304895650302206,0.197153007716691,0.279036026263259,0.368370672003858,0.255277329932259,0.350487962583466,0.196154725517273,0.176731485825955,0.227243160025714,0.246617573038003,0.170403065807912,0.189788585529416,0.276441578448084,0.498113723196523,0.279037849838282,0.175348269121156,0.16736762840005,0.229377513834454,0.354891496455029,0.200135510458658
phenol.sulfate,0.252966800057205,0.323607793243548,0.223534294575085,0.273240831445709,0.285770346496889,0.408059116516564,0.586700938790849,0.235347744454745,0.247351700044709,0.475226099170148,0.387075738097121,0.247023721658328,0.339521683788921,0.354095677855096,0.345760164788135,0.320234237877227,0.372493981913683,0.303646945062327,0.350927151843905,0.376994492476405,0.2589987945714,0.25549648122681,0.424727511838714,0.259594966238449,0.34000250265051,0.0,0.251582818559909,0.260943698179225,0.255505943188638,0.253349572347973,0.227585738628736,0.231419015657604,0.284139856467572,0.352184322300243,0.318653470457349,0.39313664806541,0.228463927597008,0.314186675235287,0.287323082696156,0.247995149322075,0.325853659790148,0.255908532501613,0.381299195698762,0.264747784476871,0.296694523709827,0.426916726144102,0.309803292860844,0.261604058578394,0.286140123342989,0.278016559466058,0.423768047162092,0.677163892615573,0.249963784237888,0.240810874615099,0.23829465990665,0.39288531049578,0.301705036006056,0.314259243720689,0.335225364489119,0.443064126995241,0.291047921649822,0.280111457485198,0.358979128750079,0.327839405147479,0.35866755175188,0.556201040944376,0.288930014697303,0.313953262174989,0.271676171716356,0.242107811476971,0.246596474401904,0.400456652594349,0.287393485833175,0.364912963069722,0.559765765835101,0.298378795498012,0.520450221365595,0.264510542812212,0.251576888454213,0.31568663436148,0.340961751265248,0.246287750813885,0.237674315068385,0.357958902228786,0.709356920110589,0.346167976122968,0.244434822954711,0.23369259915222,0.302113218690476,0.490112306787435,0.260205983957622
pseudouridine,0.143074172431349,0.168074670351875,0.135108172282134,0.17509114598088,0.17980872085675,0.233112185642065,0.272910236888994,0.140852084223089,0.122414275163505,0.251428891269712,0.213470237643615,0.146698368094052,0.196715859320187,0.193998783201421,0.201362630777986,0.18887740071519,0.207663118369062,0.157778007742224,0.197821488955186,0.199854681901283,0.146997151223239,0.156929254241695,0.23833794845949,0.141628563403321,0.186776324616784,0.251582818559909,0.0,0.144989553994719,0.151523606717945,0.1542899746882,0.138864973940007,0.131588252793614,0.157834546814979,0.215770509938564,0.173238711846884,0.209676256251349,0.153215989243502,0.176936520644419,0.173705928417887,0.13532586192398,0.180126039552238,0.168755335970488,0.210493741816948,0.152751432800656,0.187533941804649,0.241505649758195,0.2028435340633,0.137781729830692,0.160302888482846,0.150698295931733,0.251643771866587,0.372209967325976,0.143736053580115,0.142474088987933,0.132140335087335,0.2333750670455,0.167065153206129,0.1576852157478,0.198982009424669,0.248730326833061,0.153107781547878,0.172663025579137,0.184892796320617,0.197381877235774,0.227069337647752,0.334347009233988,0.16109423422097,0.17941435108458,0.150545375319827,0.128616317482027,0.140560925694706,0.196415326369797,0.143941254200393,0.214642026436495,0.291511700855212,0.188400475507736,0.272020278250442,0.140943692881824,0.128260367887068,0.170063083449736,0.189749299772398,0.141403688368679,0.166286013418675,0.212277822551667,0.410484111664856,0.199827481906001,0.139616764369576,0.143265365709664,0.170111454025324,0.260499357152692,0.15598532010536
